DIRECTORIO,PER,PERIODO,MES,DPTO,P3271,P6040,P6080,P3042,P7495,RAMA2D_R4
8055972,2024,20241251,12,73,2,6,6,3.0,2,47.0
8055972,2024,20241251,12,73,2,6,6,3.0,2,47.0
8055973,2024,20241251,12,73,2,55,6,4.0,2,97.0
8055973,2024,20241251,12,73,2,55,6,4.0,2,97.0
8055973,2024,20241251,12,73,2,20,6,5.0,2,97.0
8055973,2024,20241251,12,73,2,20,6,5.0,2,97.0
8055973,2024,20241251,12,73,1,13,6,4.0,2,97.0
8055973,2024,20241251,12,73,1,13,6,4.0,2,97.0
8055973,2024,20241251,12,73,2,12,6,4.0,2,97.0
8055973,2024,20241251,12,73,2,12,6,4.0,2,97.0
8055974,2024,20241251,12,73,1,28,6,5.0,2,38.0
8055977,2024,20241251,12,73,2,35,6,10.0,2,47.0
8055977,2024,20241251,12,73,2,35,6,10.0,2,56.0
8055977,2024,20241251,12,73,2,35,6,10.0,2,47.0
8055977,2024,20241251,12,73,2,35,6,10.0,2,56.0
8055977,2024,20241251,12,73,1,25,6,5.0,2,47.0
8055977,2024,20241251,12,73,1,25,6,5.0,2,56.0
8055977,2024,20241251,12,73,1,25,6,5.0,2,47.0
8055977,2024,20241251,12,73,1,25,6,5.0,2,56.0
8055978,2024,20241251,12,73,2,57,6,8.0,2,96.0
8055978,2024,20241251,12,73,2,57,6,8.0,2,96.0
8055978,2024,20241251,12,73,1,21,6,5.0,2,96.0
8055978,2024,20241251,12,73,1,21,6,5.0,2,96.0
8055979,2024,20241251,12,73,1,55,6,6.0,1,47.0
8055979,2024,20241251,12,73,1,55,6,6.0,1,47.0
8055979,2024,20241251,12,73,1,55,6,6.0,2,47.0
8055979,2024,20241251,12,73,1,55,6,6.0,2,47.0
8055979,2024,20241251,12,73,2,54,6,5.0,1,47.0
8055979,2024,20241251,12,73,2,54,6,5.0,1,47.0
8055979,2024,20241251,12,73,2,54,6,5.0,2,47.0
8055979,2024,20241251,12,73,2,54,6,5.0,2,47.0
8055980,2024,20241251,12,73,2,36,6,8.0,2,86.0
8055980,2024,20241251,12,73,2,36,6,8.0,2,47.0
8055980,2024,20241251,12,73,2,36,6,8.0,2,86.0
8055980,2024,20241251,12,73,2,36,6,8.0,2,47.0
8055980,2024,20241251,12,73,2,36,6,8.0,1,86.0
8055980,2024,20241251,12,73,2,36,6,8.0,1,47.0
8055980,2024,20241251,12,73,1,39,6,8.0,2,86.0
8055980,2024,20241251,12,73,1,39,6,8.0,2,47.0
8055980,2024,20241251,12,73,1,39,6,8.0,2,86.0
8055980,2024,20241251,12,73,1,39,6,8.0,2,47.0
8055980,2024,20241251,12,73,1,39,6,8.0,1,86.0
8055980,2024,20241251,12,73,1,39,6,8.0,1,47.0
8055980,2024,20241251,12,73,1,14,6,5.0,2,86.0
8055980,2024,20241251,12,73,1,14,6,5.0,2,47.0
8055980,2024,20241251,12,73,1,14,6,5.0,2,86.0
8055980,2024,20241251,12,73,1,14,6,5.0,2,47.0
8055980,2024,20241251,12,73,1,14,6,5.0,1,86.0
8055980,2024,20241251,12,73,1,14,6,5.0,1,47.0
8055980,2024,20241251,12,73,1,7,6,3.0,2,86.0
8055980,2024,20241251,12,73,1,7,6,3.0,2,47.0
8055980,2024,20241251,12,73,1,7,6,3.0,2,86.0
8055980,2024,20241251,12,73,1,7,6,3.0,2,47.0
8055980,2024,20241251,12,73,1,7,6,3.0,1,86.0
8055980,2024,20241251,12,73,1,7,6,3.0,1,47.0
8055980,2024,20241251,12,73,1,69,6,4.0,2,86.0
8055980,2024,20241251,12,73,1,69,6,4.0,2,47.0
8055980,2024,20241251,12,73,1,69,6,4.0,2,86.0
8055980,2024,20241251,12,73,1,69,6,4.0,2,47.0
8055980,2024,20241251,12,73,1,69,6,4.0,1,86.0
8055980,2024,20241251,12,73,1,69,6,4.0,1,47.0
8055982,2024,20241251,12,73,1,26,6,5.0,2,49.0
8055982,2024,20241251,12,73,1,26,6,5.0,2,49.0
8055982,2024,20241251,12,73,2,24,6,5.0,2,49.0
8055982,2024,20241251,12,73,2,24,6,5.0,2,49.0
8055982,2024,20241251,12,73,1,5,6,1.0,2,49.0
8055982,2024,20241251,12,73,1,5,6,1.0,2,49.0
8055983,2024,20241251,12,73,2,59,6,4.0,2,56.0
8055983,2024,20241251,12,73,2,59,6,4.0,2,56.0
8055983,2024,20241251,12,73,1,17,6,4.0,2,56.0
8055983,2024,20241251,12,73,1,17,6,4.0,2,56.0
8055985,2024,20241251,12,73,1,64,6,9.0,2,84.0
8055985,2024,20241251,12,73,1,64,6,9.0,2,92.0
8055985,2024,20241251,12,73,1,64,6,9.0,1,84.0
8055985,2024,20241251,12,73,1,64,6,9.0,1,92.0
8055985,2024,20241251,12,73,2,70,6,11.0,2,84.0
8055985,2024,20241251,12,73,2,70,6,11.0,2,92.0
8055985,2024,20241251,12,73,2,70,6,11.0,1,84.0
8055985,2024,20241251,12,73,2,70,6,11.0,1,92.0
8055986,2024,20241251,12,73,2,68,6,5.0,1,
8055987,2024,20241251,12,73,1,57,6,5.0,2,
8055987,2024,20241251,12,73,1,57,6,5.0,2,
8055987,2024,20241251,12,73,2,55,6,5.0,2,
8055987,2024,20241251,12,73,2,55,6,5.0,2,
8055988,2024,20241251,12,73,1,69,6,8.0,1,
8055988,2024,20241251,12,73,1,69,6,8.0,1,
8055988,2024,20241251,12,73,2,70,6,11.0,1,
8055988,2024,20241251,12,73,2,70,6,11.0,1,
8055989,2024,20241251,12,73,2,74,6,11.0,1,
8055989,2024,20241251,12,73,2,74,6,11.0,1,
8055989,2024,20241251,12,73,2,74,6,11.0,1,
8055989,2024,20241251,12,73,2,61,6,11.0,1,
8055989,2024,20241251,12,73,2,61,6,11.0,1,
8055989,2024,20241251,12,73,2,61,6,11.0,1,
8055989,2024,20241251,12,73,1,50,6,8.0,1,
8055989,2024,20241251,12,73,1,50,6,8.0,1,
8055989,2024,20241251,12,73,1,50,6,8.0,1,
8055990,2024,20241251,12,73,2,73,6,11.0,1,
8055990,2024,20241251,12,73,2,73,6,11.0,2,
8055990,2024,20241251,12,73,2,37,6,1.0,1,
8055990,2024,20241251,12,73,2,37,6,1.0,2,
8055991,2024,20241251,12,73,2,72,6,11.0,1,
8055992,2024,20241251,12,73,1,53,6,10.0,2,62.0
8055992,2024,20241251,12,73,1,53,6,10.0,2,62.0
8055992,2024,20241251,12,73,1,53,6,10.0,1,62.0
8055992,2024,20241251,12,73,1,53,6,10.0,1,62.0
8055992,2024,20241251,12,73,1,53,6,10.0,2,62.0
8055992,2024,20241251,12,73,1,53,6,10.0,2,62.0
8055992,2024,20241251,12,73,2,51,6,10.0,2,62.0
8055992,2024,20241251,12,73,2,51,6,10.0,2,62.0
8055992,2024,20241251,12,73,2,51,6,10.0,1,62.0
8055992,2024,20241251,12,73,2,51,6,10.0,1,62.0
8055992,2024,20241251,12,73,2,51,6,10.0,2,62.0
8055992,2024,20241251,12,73,2,51,6,10.0,2,62.0
8055992,2024,20241251,12,73,1,18,6,10.0,2,62.0
8055992,2024,20241251,12,73,1,18,6,10.0,2,62.0
8055992,2024,20241251,12,73,1,18,6,10.0,1,62.0
8055992,2024,20241251,12,73,1,18,6,10.0,1,62.0
8055992,2024,20241251,12,73,1,18,6,10.0,2,62.0
8055992,2024,20241251,12,73,1,18,6,10.0,2,62.0
8055993,2024,20241251,12,73,1,42,6,11.0,2,84.0
8055993,2024,20241251,12,73,1,42,6,11.0,2,84.0
8055993,2024,20241251,12,73,1,42,6,11.0,2,84.0
8055993,2024,20241251,12,73,1,42,6,11.0,2,84.0
8055993,2024,20241251,12,73,2,35,6,11.0,2,84.0
8055993,2024,20241251,12,73,2,35,6,11.0,2,84.0
8055993,2024,20241251,12,73,2,35,6,11.0,2,84.0
8055993,2024,20241251,12,73,2,35,6,11.0,2,84.0
8055993,2024,20241251,12,73,2,4,6,2.0,2,84.0
8055993,2024,20241251,12,73,2,4,6,2.0,2,84.0
8055993,2024,20241251,12,73,2,4,6,2.0,2,84.0
8055993,2024,20241251,12,73,2,4,6,2.0,2,84.0
8055994,2024,20241251,12,73,2,64,6,5.0,2,
8055996,2024,20241251,12,73,2,81,6,5.0,1,86.0
8055996,2024,20241251,12,73,2,81,6,5.0,2,86.0
8055996,2024,20241251,12,73,2,50,6,10.0,1,86.0
8055996,2024,20241251,12,73,2,50,6,10.0,2,86.0
8055997,2024,20241251,12,73,1,29,6,10.0,2,62.0
8055997,2024,20241251,12,73,1,29,6,10.0,2,62.0
8055997,2024,20241251,12,73,1,29,6,10.0,1,62.0
8055997,2024,20241251,12,73,1,29,6,10.0,1,62.0
8055997,2024,20241251,12,73,2,24,6,10.0,2,62.0
8055997,2024,20241251,12,73,2,24,6,10.0,2,62.0
8055997,2024,20241251,12,73,2,24,6,10.0,1,62.0
8055997,2024,20241251,12,73,2,24,6,10.0,1,62.0
8055998,2024,20241251,12,73,1,44,6,8.0,2,80.0
8055998,2024,20241251,12,73,1,44,6,8.0,2,47.0
8055998,2024,20241251,12,73,1,44,6,8.0,2,80.0
8055998,2024,20241251,12,73,1,44,6,8.0,2,47.0
8055998,2024,20241251,12,73,2,31,6,5.0,2,80.0
8055998,2024,20241251,12,73,2,31,6,5.0,2,47.0
8055998,2024,20241251,12,73,2,31,6,5.0,2,80.0
8055998,2024,20241251,12,73,2,31,6,5.0,2,47.0
8055999,2024,20241251,12,73,1,20,6,10.0,2,
8056002,2024,20241251,12,73,2,50,6,5.0,2,14.0
8056002,2024,20241251,12,73,2,50,6,5.0,2,96.0
8056002,2024,20241251,12,73,2,50,6,5.0,2,84.0
8056002,2024,20241251,12,73,2,50,6,5.0,2,14.0
8056002,2024,20241251,12,73,2,50,6,5.0,2,96.0
8056002,2024,20241251,12,73,2,50,6,5.0,2,84.0
8056002,2024,20241251,12,73,2,50,6,5.0,2,14.0
8056002,2024,20241251,12,73,2,50,6,5.0,2,96.0
8056002,2024,20241251,12,73,2,50,6,5.0,2,84.0
8056002,2024,20241251,12,73,1,57,6,5.0,2,14.0
8056002,2024,20241251,12,73,1,57,6,5.0,2,96.0
8056002,2024,20241251,12,73,1,57,6,5.0,2,84.0
8056002,2024,20241251,12,73,1,57,6,5.0,2,14.0
8056002,2024,20241251,12,73,1,57,6,5.0,2,96.0
8056002,2024,20241251,12,73,1,57,6,5.0,2,84.0
8056002,2024,20241251,12,73,1,57,6,5.0,2,14.0
8056002,2024,20241251,12,73,1,57,6,5.0,2,96.0
8056002,2024,20241251,12,73,1,57,6,5.0,2,84.0
8056002,2024,20241251,12,73,1,25,6,10.0,2,14.0
8056002,2024,20241251,12,73,1,25,6,10.0,2,96.0
8056002,2024,20241251,12,73,1,25,6,10.0,2,84.0
8056002,2024,20241251,12,73,1,25,6,10.0,2,14.0
8056002,2024,20241251,12,73,1,25,6,10.0,2,96.0
8056002,2024,20241251,12,73,1,25,6,10.0,2,84.0
8056002,2024,20241251,12,73,1,25,6,10.0,2,14.0
8056002,2024,20241251,12,73,1,25,6,10.0,2,96.0
8056002,2024,20241251,12,73,1,25,6,10.0,2,84.0
8056003,2024,20241251,12,73,1,30,6,5.0,2,38.0
8056005,2024,20241251,12,73,1,48,6,8.0,2,47.0
8056005,2024,20241251,12,73,1,48,6,8.0,2,81.0
8056005,2024,20241251,12,73,1,48,6,8.0,2,47.0
8056005,2024,20241251,12,73,1,48,6,8.0,2,47.0
8056005,2024,20241251,12,73,1,48,6,8.0,2,81.0
8056005,2024,20241251,12,73,1,48,6,8.0,2,47.0
8056005,2024,20241251,12,73,1,48,6,8.0,2,47.0
8056005,2024,20241251,12,73,1,48,6,8.0,2,81.0
8056005,2024,20241251,12,73,1,48,6,8.0,2,47.0
8056005,2024,20241251,12,73,2,49,6,5.0,2,47.0
8056005,2024,20241251,12,73,2,49,6,5.0,2,81.0
8056005,2024,20241251,12,73,2,49,6,5.0,2,47.0
8056005,2024,20241251,12,73,2,49,6,5.0,2,47.0
8056005,2024,20241251,12,73,2,49,6,5.0,2,81.0
8056005,2024,20241251,12,73,2,49,6,5.0,2,47.0
8056005,2024,20241251,12,73,2,49,6,5.0,2,47.0
8056005,2024,20241251,12,73,2,49,6,5.0,2,81.0
8056005,2024,20241251,12,73,2,49,6,5.0,2,47.0
8056005,2024,20241251,12,73,2,23,6,10.0,2,47.0
8056005,2024,20241251,12,73,2,23,6,10.0,2,81.0
8056005,2024,20241251,12,73,2,23,6,10.0,2,47.0
8056005,2024,20241251,12,73,2,23,6,10.0,2,47.0
8056005,2024,20241251,12,73,2,23,6,10.0,2,81.0
8056005,2024,20241251,12,73,2,23,6,10.0,2,47.0
8056005,2024,20241251,12,73,2,23,6,10.0,2,47.0
8056005,2024,20241251,12,73,2,23,6,10.0,2,81.0
8056005,2024,20241251,12,73,2,23,6,10.0,2,47.0
8056006,2024,20241251,12,73,1,37,6,5.0,2,45.0
8056006,2024,20241251,12,73,1,37,6,5.0,2,45.0
8056006,2024,20241251,12,73,2,40,6,5.0,2,45.0
8056006,2024,20241251,12,73,2,40,6,5.0,2,45.0
8056006,2024,20241251,12,73,1,9,6,3.0,2,45.0
8056006,2024,20241251,12,73,1,9,6,3.0,2,45.0
8056008,2024,20241251,12,73,1,39,6,8.0,2,
8056009,2024,20241251,12,73,1,28,6,4.0,2,45.0
8056011,2024,20241251,12,73,1,33,6,5.0,2,47.0
8056011,2024,20241251,12,73,1,33,6,5.0,2,47.0
8056011,2024,20241251,12,73,1,33,6,5.0,2,47.0
8056011,2024,20241251,12,73,1,33,6,5.0,2,47.0
8056011,2024,20241251,12,73,1,33,6,5.0,2,47.0
8056011,2024,20241251,12,73,1,33,6,5.0,2,47.0
8056011,2024,20241251,12,73,2,56,6,10.0,2,47.0
8056011,2024,20241251,12,73,2,56,6,10.0,2,47.0
8056011,2024,20241251,12,73,2,56,6,10.0,2,47.0
8056011,2024,20241251,12,73,2,56,6,10.0,2,47.0
8056011,2024,20241251,12,73,2,56,6,10.0,2,47.0
8056011,2024,20241251,12,73,2,56,6,10.0,2,47.0
8056011,2024,20241251,12,73,2,15,6,5.0,2,47.0
8056011,2024,20241251,12,73,2,15,6,5.0,2,47.0
8056011,2024,20241251,12,73,2,15,6,5.0,2,47.0
8056011,2024,20241251,12,73,2,15,6,5.0,2,47.0
8056011,2024,20241251,12,73,2,15,6,5.0,2,47.0
8056011,2024,20241251,12,73,2,15,6,5.0,2,47.0
8056012,2024,20241251,12,73,2,52,6,10.0,2,10.0
8056012,2024,20241251,12,73,2,52,6,10.0,2,52.0
8056012,2024,20241251,12,73,2,52,6,10.0,2,49.0
8056012,2024,20241251,12,73,2,52,6,10.0,2,10.0
8056012,2024,20241251,12,73,2,52,6,10.0,2,52.0
8056012,2024,20241251,12,73,2,52,6,10.0,2,49.0
8056012,2024,20241251,12,73,2,52,6,10.0,2,10.0
8056012,2024,20241251,12,73,2,52,6,10.0,2,52.0
8056012,2024,20241251,12,73,2,52,6,10.0,2,49.0
8056012,2024,20241251,12,73,2,52,6,10.0,2,10.0
8056012,2024,20241251,12,73,2,52,6,10.0,2,52.0
8056012,2024,20241251,12,73,2,52,6,10.0,2,49.0
8056012,2024,20241251,12,73,2,52,6,10.0,2,10.0
8056012,2024,20241251,12,73,2,52,6,10.0,2,52.0
8056012,2024,20241251,12,73,2,52,6,10.0,2,49.0
8056012,2024,20241251,12,73,1,52,6,8.0,2,10.0
8056012,2024,20241251,12,73,1,52,6,8.0,2,52.0
8056012,2024,20241251,12,73,1,52,6,8.0,2,49.0
8056012,2024,20241251,12,73,1,52,6,8.0,2,10.0
8056012,2024,20241251,12,73,1,52,6,8.0,2,52.0
8056012,2024,20241251,12,73,1,52,6,8.0,2,49.0
8056012,2024,20241251,12,73,1,52,6,8.0,2,10.0
8056012,2024,20241251,12,73,1,52,6,8.0,2,52.0
8056012,2024,20241251,12,73,1,52,6,8.0,2,49.0
8056012,2024,20241251,12,73,1,52,6,8.0,2,10.0
8056012,2024,20241251,12,73,1,52,6,8.0,2,52.0
8056012,2024,20241251,12,73,1,52,6,8.0,2,49.0
8056012,2024,20241251,12,73,1,52,6,8.0,2,10.0
8056012,2024,20241251,12,73,1,52,6,8.0,2,52.0
8056012,2024,20241251,12,73,1,52,6,8.0,2,49.0
8056012,2024,20241251,12,73,2,72,6,3.0,2,10.0
8056012,2024,20241251,12,73,2,72,6,3.0,2,52.0
8056012,2024,20241251,12,73,2,72,6,3.0,2,49.0
8056012,2024,20241251,12,73,2,72,6,3.0,2,10.0
8056012,2024,20241251,12,73,2,72,6,3.0,2,52.0
8056012,2024,20241251,12,73,2,72,6,3.0,2,49.0
8056012,2024,20241251,12,73,2,72,6,3.0,2,10.0
8056012,2024,20241251,12,73,2,72,6,3.0,2,52.0
8056012,2024,20241251,12,73,2,72,6,3.0,2,49.0
8056012,2024,20241251,12,73,2,72,6,3.0,2,10.0
8056012,2024,20241251,12,73,2,72,6,3.0,2,52.0
8056012,2024,20241251,12,73,2,72,6,3.0,2,49.0
8056012,2024,20241251,12,73,2,72,6,3.0,2,10.0
8056012,2024,20241251,12,73,2,72,6,3.0,2,52.0
8056012,2024,20241251,12,73,2,72,6,3.0,2,49.0
8056012,2024,20241251,12,73,1,55,6,8.0,2,10.0
8056012,2024,20241251,12,73,1,55,6,8.0,2,52.0
8056012,2024,20241251,12,73,1,55,6,8.0,2,49.0
8056012,2024,20241251,12,73,1,55,6,8.0,2,10.0
8056012,2024,20241251,12,73,1,55,6,8.0,2,52.0
8056012,2024,20241251,12,73,1,55,6,8.0,2,49.0
8056012,2024,20241251,12,73,1,55,6,8.0,2,10.0
8056012,2024,20241251,12,73,1,55,6,8.0,2,52.0
8056012,2024,20241251,12,73,1,55,6,8.0,2,49.0
8056012,2024,20241251,12,73,1,55,6,8.0,2,10.0
8056012,2024,20241251,12,73,1,55,6,8.0,2,52.0
8056012,2024,20241251,12,73,1,55,6,8.0,2,49.0
8056012,2024,20241251,12,73,1,55,6,8.0,2,10.0
8056012,2024,20241251,12,73,1,55,6,8.0,2,52.0
8056012,2024,20241251,12,73,1,55,6,8.0,2,49.0
8056012,2024,20241251,12,73,1,56,6,4.0,2,10.0
8056012,2024,20241251,12,73,1,56,6,4.0,2,52.0
8056012,2024,20241251,12,73,1,56,6,4.0,2,49.0
8056012,2024,20241251,12,73,1,56,6,4.0,2,10.0
8056012,2024,20241251,12,73,1,56,6,4.0,2,52.0
8056012,2024,20241251,12,73,1,56,6,4.0,2,49.0
8056012,2024,20241251,12,73,1,56,6,4.0,2,10.0
8056012,2024,20241251,12,73,1,56,6,4.0,2,52.0
8056012,2024,20241251,12,73,1,56,6,4.0,2,49.0
8056012,2024,20241251,12,73,1,56,6,4.0,2,10.0
8056012,2024,20241251,12,73,1,56,6,4.0,2,52.0
8056012,2024,20241251,12,73,1,56,6,4.0,2,49.0
8056012,2024,20241251,12,73,1,56,6,4.0,2,10.0
8056012,2024,20241251,12,73,1,56,6,4.0,2,52.0
8056012,2024,20241251,12,73,1,56,6,4.0,2,49.0
8056015,2024,20241251,12,73,1,81,6,10.0,1,
8056015,2024,20241251,12,73,1,81,6,10.0,2,
8056015,2024,20241251,12,73,2,61,6,5.0,1,
8056015,2024,20241251,12,73,2,61,6,5.0,2,
8056017,2024,20241251,12,73,1,69,6,5.0,1,
8056017,2024,20241251,12,73,1,69,6,5.0,1,
8056017,2024,20241251,12,73,2,73,6,10.0,1,
8056017,2024,20241251,12,73,2,73,6,10.0,1,
8056018,2024,20241251,12,73,1,43,6,8.0,2,45.0
8056018,2024,20241251,12,73,1,43,6,8.0,2,45.0
8056018,2024,20241251,12,73,1,43,6,8.0,1,45.0
8056018,2024,20241251,12,73,2,39,6,8.0,2,45.0
8056018,2024,20241251,12,73,2,39,6,8.0,2,45.0
8056018,2024,20241251,12,73,2,39,6,8.0,1,45.0
8056018,2024,20241251,12,73,2,12,6,4.0,2,45.0
8056018,2024,20241251,12,73,2,12,6,4.0,2,45.0
8056018,2024,20241251,12,73,2,12,6,4.0,1,45.0
8056018,2024,20241251,12,73,2,62,6,3.0,2,45.0
8056018,2024,20241251,12,73,2,62,6,3.0,2,45.0
8056018,2024,20241251,12,73,2,62,6,3.0,1,45.0
8056019,2024,20241251,12,73,1,27,6,9.0,2,10.0
8056020,2024,20241251,12,73,1,23,6,10.0,2,14.0
8056021,2024,20241251,12,73,2,54,6,3.0,2,56.0
8056025,2024,20241251,12,73,1,67,6,4.0,1,
8056029,2024,20241251,12,76,1,47,5,5.0,2,47.0
8056029,2024,20241251,12,76,1,47,5,5.0,2,47.0
8056029,2024,20241251,12,76,1,47,5,5.0,2,47.0
8056029,2024,20241251,12,76,1,47,5,5.0,2,47.0
8056029,2024,20241251,12,76,2,46,5,5.0,2,47.0
8056029,2024,20241251,12,76,2,46,5,5.0,2,47.0
8056029,2024,20241251,12,76,2,46,5,5.0,2,47.0
8056029,2024,20241251,12,76,2,46,5,5.0,2,47.0
8056029,2024,20241251,12,76,1,20,5,10.0,2,47.0
8056029,2024,20241251,12,76,1,20,5,10.0,2,47.0
8056029,2024,20241251,12,76,1,20,5,10.0,2,47.0
8056029,2024,20241251,12,76,1,20,5,10.0,2,47.0
8056029,2024,20241251,12,76,1,17,5,6.0,2,47.0
8056029,2024,20241251,12,76,1,17,5,6.0,2,47.0
8056029,2024,20241251,12,76,1,17,5,6.0,2,47.0
8056029,2024,20241251,12,76,1,17,5,6.0,2,47.0
8056030,2024,20241251,12,76,2,77,5,7.0,1,96.0
8056030,2024,20241251,12,76,2,77,5,7.0,2,96.0
8056030,2024,20241251,12,76,2,77,5,7.0,2,96.0
8056030,2024,20241251,12,76,2,77,5,7.0,2,96.0
8056030,2024,20241251,12,76,2,59,5,5.0,1,96.0
8056030,2024,20241251,12,76,2,59,5,5.0,2,96.0
8056030,2024,20241251,12,76,2,59,5,5.0,2,96.0
8056030,2024,20241251,12,76,2,59,5,5.0,2,96.0
8056030,2024,20241251,12,76,2,55,5,5.0,1,96.0
8056030,2024,20241251,12,76,2,55,5,5.0,2,96.0
8056030,2024,20241251,12,76,2,55,5,5.0,2,96.0
8056030,2024,20241251,12,76,2,55,5,5.0,2,96.0
8056030,2024,20241251,12,76,2,16,5,5.0,1,96.0
8056030,2024,20241251,12,76,2,16,5,5.0,2,96.0
8056030,2024,20241251,12,76,2,16,5,5.0,2,96.0
8056030,2024,20241251,12,76,2,16,5,5.0,2,96.0
8056030,2024,20241251,12,76,1,9,5,3.0,1,96.0
8056030,2024,20241251,12,76,1,9,5,3.0,2,96.0
8056030,2024,20241251,12,76,1,9,5,3.0,2,96.0
8056030,2024,20241251,12,76,1,9,5,3.0,2,96.0
8056031,2024,20241251,12,76,2,46,5,3.0,2,41.0
8056031,2024,20241251,12,76,2,46,5,3.0,2,7.0
8056031,2024,20241251,12,76,2,46,5,3.0,2,41.0
8056031,2024,20241251,12,76,2,46,5,3.0,2,7.0
8056031,2024,20241251,12,76,2,46,5,3.0,2,41.0
8056031,2024,20241251,12,76,2,46,5,3.0,2,7.0
8056031,2024,20241251,12,76,1,51,5,3.0,2,41.0
8056031,2024,20241251,12,76,1,51,5,3.0,2,7.0
8056031,2024,20241251,12,76,1,51,5,3.0,2,41.0
8056031,2024,20241251,12,76,1,51,5,3.0,2,7.0
8056031,2024,20241251,12,76,1,51,5,3.0,2,41.0
8056031,2024,20241251,12,76,1,51,5,3.0,2,7.0
8056031,2024,20241251,12,76,1,30,5,5.0,2,41.0
8056031,2024,20241251,12,76,1,30,5,5.0,2,7.0
8056031,2024,20241251,12,76,1,30,5,5.0,2,41.0
8056031,2024,20241251,12,76,1,30,5,5.0,2,7.0
8056031,2024,20241251,12,76,1,30,5,5.0,2,41.0
8056031,2024,20241251,12,76,1,30,5,5.0,2,7.0
8056031,2024,20241251,12,76,2,3,5,1.0,2,41.0
8056031,2024,20241251,12,76,2,3,5,1.0,2,7.0
8056031,2024,20241251,12,76,2,3,5,1.0,2,41.0
8056031,2024,20241251,12,76,2,3,5,1.0,2,7.0
8056031,2024,20241251,12,76,2,3,5,1.0,2,41.0
8056031,2024,20241251,12,76,2,3,5,1.0,2,7.0
8056035,2024,20241251,12,76,2,57,5,4.0,2,81.0
8056035,2024,20241251,12,76,2,57,5,4.0,2,43.0
8056035,2024,20241251,12,76,2,57,5,4.0,2,81.0
8056035,2024,20241251,12,76,2,57,5,4.0,2,43.0
8056035,2024,20241251,12,76,2,57,5,4.0,2,81.0
8056035,2024,20241251,12,76,2,57,5,4.0,2,43.0
8056035,2024,20241251,12,76,1,67,5,4.0,2,81.0
8056035,2024,20241251,12,76,1,67,5,4.0,2,43.0
8056035,2024,20241251,12,76,1,67,5,4.0,2,81.0
8056035,2024,20241251,12,76,1,67,5,4.0,2,43.0
8056035,2024,20241251,12,76,1,67,5,4.0,2,81.0
8056035,2024,20241251,12,76,1,67,5,4.0,2,43.0
8056035,2024,20241251,12,76,2,30,5,5.0,2,81.0
8056035,2024,20241251,12,76,2,30,5,5.0,2,43.0
8056035,2024,20241251,12,76,2,30,5,5.0,2,81.0
8056035,2024,20241251,12,76,2,30,5,5.0,2,43.0
8056035,2024,20241251,12,76,2,30,5,5.0,2,81.0
8056035,2024,20241251,12,76,2,30,5,5.0,2,43.0
8056035,2024,20241251,12,76,1,8,5,3.0,2,81.0
8056035,2024,20241251,12,76,1,8,5,3.0,2,43.0
8056035,2024,20241251,12,76,1,8,5,3.0,2,81.0
8056035,2024,20241251,12,76,1,8,5,3.0,2,43.0
8056035,2024,20241251,12,76,1,8,5,3.0,2,81.0
8056035,2024,20241251,12,76,1,8,5,3.0,2,43.0
8056035,2024,20241251,12,76,2,6,5,3.0,2,81.0
8056035,2024,20241251,12,76,2,6,5,3.0,2,43.0
8056035,2024,20241251,12,76,2,6,5,3.0,2,81.0
8056035,2024,20241251,12,76,2,6,5,3.0,2,43.0
8056035,2024,20241251,12,76,2,6,5,3.0,2,81.0
8056035,2024,20241251,12,76,2,6,5,3.0,2,43.0
8056036,2024,20241251,12,76,2,55,5,3.0,2,41.0
8056036,2024,20241251,12,76,2,55,5,3.0,2,41.0
8056036,2024,20241251,12,76,1,42,5,3.0,2,41.0
8056036,2024,20241251,12,76,1,42,5,3.0,2,41.0
8056037,2024,20241251,12,76,2,52,5,1.0,2,
8056038,2024,20241251,12,76,2,50,5,1.0,2,1.0
8056038,2024,20241251,12,76,2,50,5,1.0,2,52.0
8056038,2024,20241251,12,76,2,50,5,1.0,2,1.0
8056038,2024,20241251,12,76,2,50,5,1.0,2,52.0
8056038,2024,20241251,12,76,2,50,5,1.0,2,1.0
8056038,2024,20241251,12,76,2,50,5,1.0,2,52.0
8056038,2024,20241251,12,76,2,50,5,1.0,2,1.0
8056038,2024,20241251,12,76,2,50,5,1.0,2,52.0
8056038,2024,20241251,12,76,2,50,5,1.0,2,1.0
8056038,2024,20241251,12,76,2,50,5,1.0,2,52.0
8056038,2024,20241251,12,76,2,50,5,1.0,2,1.0
8056038,2024,20241251,12,76,2,50,5,1.0,2,52.0
8056038,2024,20241251,12,76,1,69,5,3.0,2,1.0
8056038,2024,20241251,12,76,1,69,5,3.0,2,52.0
8056038,2024,20241251,12,76,1,69,5,3.0,2,1.0
8056038,2024,20241251,12,76,1,69,5,3.0,2,52.0
8056038,2024,20241251,12,76,1,69,5,3.0,2,1.0
8056038,2024,20241251,12,76,1,69,5,3.0,2,52.0
8056038,2024,20241251,12,76,1,69,5,3.0,2,1.0
8056038,2024,20241251,12,76,1,69,5,3.0,2,52.0
8056038,2024,20241251,12,76,1,69,5,3.0,2,1.0
8056038,2024,20241251,12,76,1,69,5,3.0,2,52.0
8056038,2024,20241251,12,76,1,69,5,3.0,2,1.0
8056038,2024,20241251,12,76,1,69,5,3.0,2,52.0
